event_id,state,district,lat,lng,geology,year,label
MZ/LUN/84B10/2020/64,Mizoram,Lunglei,22.7,92.66,Sandstone,2020.0,2
MZ/CHA/84E08/2017/37,Mizoram,Champhai,23.135434,93.368506,"Sandstone, siltstone and shale with conglomerate",2017.0,2
MZ/SAI/84B15/2018/59,Mizoram,Saiha,22.392,92.978996,Sandstone and siltstone,2018.0,2
MZ/LUN/84B13/2018/17,Mizoram,Lunglei,22.804701,92.816734,"Sandstone with subordinate siltstone,mudstone, shale",2018.0,2
MZ/CHA/84E08/2017/7,Mizoram,Champhai,23.237767,93.308461,Ferruginous sandstone with splintery shale,2017.0,2
MZ/CHA/84E03/2017/65,Mizoram,Champhai,23.378571,93.218843,"Sequence of sandstone, splintery shale & siltstone",2017.0,2
MZ/KOL/83D15/2020/39,Mizoram,Kolasib,24.36,92.83,"Shale, siltstone and mudstone with sandstone",2020.0,2
MZ/KOL/83D15/2020/32,Mizoram,Kolasib,24.35,92.85,"Sandstone, shale, siltstone and conglomerate",2020.0,2
MZ/LUN/84A16/2018/68,Mizoram,Lunglei,23.07859,92.870544,Sandstone,2018.0,2
MZ/SER/84F01/2018/6,Mizoram,Serchhip,23.124069,93.145889,Olive green splintery shale with minor sandstone,2018.0,2
MZ/AIZ/84A14/2015/102,Mizoram,Aizawl,23.655417,92.957167,"Sandstone with subordinate siltstone, mudstone and shale",2015.0,2
MZ/LAW/84B14/2018/22,Mizoram,Lawngtlai,22.586,92.870003,"Sandstone, siltstone and shale",2018.0,2
MZ/CHA/84E07/2017/89,Mizoram,Champhai,23.379812,93.384813,Olive green splintery shale with minor sandstone,2017.0,2
MZ/CHA/84E02/2017/11,Mizoram,Champhai,23.636647,93.082939,snadstone/shale,2017.0,2
MZ/CHA/84E02/2017/22,Mizoram,Champhai,23.517632,93.075702,Dominantly sandstone,2017.0,2
MZ/LAW/84B11/2020/56,Mizoram,Lawngtlai,22.45,92.7,"Siltstone, micaceous sandstone & splintery shale",2020.0,2
MIZ/AIZ/84A09/2016/59,Mizoram,Kolasib,23.982,92.718028,Sandstone and shale,2016.0,2
MZ/CHA/84E03/2017/55,Mizoram,Champhai,23.487306,93.192778,Olive green splintery shale with minor sandstone,2017.0,2
MZ/CHA/84E02/2017/0096,Mizoram,Champhai,23.696979,93.041829,sandstone/shale,2017.0,2
MZ/AIZ/83H04/2017/10,Mizoram,Aizawl,24.038279,93.140945,Sandstone,2017.0,2
MZ/LUN/84B13/2018/67,Mizoram,Lunglei,22.869579,92.824974,"Sandstone with subordinate siltstone,mudstone, shale",2018.0,2
MIZ/AIZ/84A09/2016/80,Mizoram,Aizawl,23.750676,92.679635,Shale,2016.0,2
MZ/MAM/83D08/2020/18,Mizoram,Mamit,24.14,92.41,"Sandstone, shale, siltstone and conglomerate",2020.0,2
MZ/KOL/83D15/2020/35,Mizoram,Kolasib,24.36,92.88,"Shale, siltstone and mudstone with sandstone",2020.0,2
MZ/LUN/84B05/2020/30,Mizoram,Lunglei,22.93,92.48,Shale-siltstone sequence with sandstone,2020.0,2
MZ/LUN/84B09/2018/22,Mizoram,Lunglei,22.969294,92.729332,"Grey sandy splintery shale, siltstone and mudstone",2018.0,2
MZ/CHA/84E02/2017/0067,Mizoram,Champhai,23.56952,93.100523,sandstone with shale intercalation,2017.0,2
MZ/LUN/84A12/2018/15,Mizoram,Lunglei,23.005594,92.703522,Sandstone,2018.0,2
MZ/LUNG/84B14/2018/26,Mizoram,Lunglei,22.691,92.841003,Sandstone and siltstone,2018.0,2
MZ/LUN/84A16/2018/58,Mizoram,Lunglei,23.004421,92.988426,Grey shale with sandy/silty layer,2018.0,2
MZ/AIZ/84E01/2017/70,Mizoram,Aizawl,23.856972,93.046112,Friable Sandstone,2017.0,2
MZ/LAW/84B16/2020/7,Mizoram,Saiha,22.22,92.96,"Sandstone with subordinate siltstone,mudstone, shale",2020.0,2
MZ/LUN/84A16/2018/22,Mizoram,Lunglei,23.083004,92.898277,Shale-sandstone,2018.0,2
MIZO/LUN/84B13/2005/E-14,Mizoram,Lunglei,22.87506,92.75136, ,2005.0,2
MZ/LUNG/84B14/2018/10,Mizoram,Lunglei,22.683001,92.882004,"Sandstone, siltstone and shale",2018.0,2
MZ/LUN/84B09/2018/16,Mizoram,Lunglei,22.886652,92.724503,"Grey sandy splintery shale, siltstone and mudstone",2018.0,2
MZ/CHA/84E02/2017/0081,Mizoram,Champhai,23.640693,93.084944,shaledominant with siltstone intercalation,2017.0,2
MZ/AIZ/84A14/2015/76,Mizoram,Aizawl,23.732894,92.753033,"Sandstone with subordinate siltstone, mudstone and shale",2015.0,2
MIZ/AIZ/84A13/2016/30,Mizoram,Aizawl,23.887333,92.851111,Sandstone,2016.0,2
MIZ/AIZ/84A13/2016/9,Mizoram,Aizawl,23.92425,92.925222,Splintery shale,2016.0,2
MZ/AIZ/84A10/2015/74,Mizoram,Aizawl,23.727694,92.736,"Grey sandy splintery shale, siltstone and mudstone",2015.0,2
MZ/CHA/84E03/2017/39,Mizoram,Champhai,23.474056,93.225889,"Sandstone, shale, siltstone with conglomerate",2017.0,2
MZ/SER/84A15/2016/88,Mizoram,Serchhip,23.497388,92.855013,"Grey sandy splintery shale, siltstone and mudstone",2016.0,2
MZ/CHA/84E07/2017/37,Mizoram,Champhai,23.468508,93.270788,Olive green splintery shale with minor sandstone,2017.0,2
MZ/LUN/84A12/2018/72,Mizoram,Lunglei,23.145,92.613693,Hard massive sandstone-shale-mudstone,2018.0,2
MIZ/AIZ/84A13/2016/24,Mizoram,Aizawl,23.88375,92.866778,Shale,2016.0,2
MIZ/AIZ/84A09/2016/85,Mizoram,Mamit,23.846786,92.655892,Hard & compact Sandstone,2016.0,2
MZ/SAI/84F03/2020/28,Mizoram,Saiha,22.45,93.09,"Sandstone with subordinate siltstone,mudstone, shale",2020.0,2
MZ/CHA/84E02/2017/0010,Mizoram,Champhai,23.612312,93.198942,Sandstone of Jenam,2017.0,2
MZ/SER/84A15/2016/72,Mizoram,Serchhip,23.44129,92.865395,"Grey sandy splintery shale, siltstone and mudstone",2016.0,2
MZ/MAM/84A10/2015/140,Mizoram,Mamit,23.500083,92.585889,"Grey sandy splintery shale, siltstone and mudstone",2015.0,2
MZ/AIZ/83D16/2016/60,Mizoram,Aizawl,24.07814,92.790905,Splintery shale with  siltstone and conglomerate,2016.0,2
MZ/CHA/84E01/2017/48,Mizoram,Champhai,23.885279,93.207726,Sandstone,2017.0,2
MZ/CHA/83H04/2017/12,Mizoram,Champhai,24.023945,93.195663,Sandstoneshale intercalation,2017.0,2
MIZ/AIZ/84A13/2016/4,Mizoram,Aizawl,23.844109,92.928779,Sandstone,2016.0,2
MZ/CHA/84E03/2017/47,Mizoram,Champhai,23.476694,93.238556,"Sandstone, shale, siltstone with conglomerate",2017.0,2
MZ/AIZ/83D16/2016/100,Mizoram,Aizawl,24.013044,92.920237,"Grey sandy splintery shale, siltstone and mudstone",2016.0,2
MZ/LAW/84B14/2018/41,Mizoram,Lawngtlai,22.533001,92.886002,Sandstone and siltstone,2018.0,2
MZ/AIZ/84E02/2017/39,Mizoram,Aizawl,23.685795,93.019874,sandstone,2017.0,2
MZ/AIZ/84E01/2017/104,Mizoram,Aizawl,23.789749,93.035667,Shalesiltstonesandstone intercalation,2017.0,2
MZ/CHA/84E03/2017/51,Mizoram,Champhai,23.341194,93.080389,Shale  with minor siltstone and sandstone,2017.0,2
NG/PHE/83K14/2017/22,Nagaland,Phek,25.570222,94.877278,Quartzite of Avankhu Fm.,2017.0,2
NGP/ER/83G14/2015/21,Nagaland,Peren,25.531,93.762,Sandstone dominated Barails,2015.0,2
NA/DIM/83G13/2020/50,Nagaland,Dimapur,25.86,93.99,"Mottled clay, sandy clay, sandstone & conglomerate",2020.0,2
NG/PHE/83K10/2017/28,Nagaland,Phek,25.668417,94.543194,Shale of Disang,2017.0,2
NAG/MOK/83J/7/2016/0009,Nagaland,Mokokchung,26.320639,94.398806,Sandstone,2016.0,2
NA/MOK/83J07/2020/7,Nagaland,Mokokchung,26.41,94.37,Ferruginous sandstone with siltstone and clay,2020.0,2
NAG/MOKH/83J08/2015/ 0110,Nagaland,Mokokchung,26.325861,94.52275,Sandstone and shale,2015.0,2
NG/KOH/83K2/2015/196,Nagaland,Kohima,25.698,94.085,Variably thin overburden (2-3m) resting over weathered shales (Disangs).,2015.0,2
NG/KOH/83K2/2015/225,Nagaland,Kohima,25.582,94.141,Shale dominated Disangs,2015.0,2
NG/PHE/83K10/2017/11,Nagaland,Phek,25.611028,94.747167,Volcanics of Ophiolite suites,2017.0,2
NG/MON/83N01/2017/64,Nagaland,Mon,26.84425,95.080278,Shale,2017.0,2
NG/PHE/83K6/2015/310,Nagaland,Phek,25.6702,94.456,Shale dominated Disangs,2015.0,2
NL/WOK/83F16/2018/11,Nagaland,Wokha,26.0034,93.9855,Buff coloured sandstone,2018.0,2
NAG/KOH/83K1/2016/072,Nagaland,Kohima,25.839722,94.050333,No exposure,2016.0,2
NG/MON/83N2/2017/25,Nagaland,Mon,26.731944,95.018361,Not exposed,2017.0,2
NG/PHE/83K14/2017/32,Nagaland,Phek,25.593333,94.855194,QuartziteSericite of Nimi Fm.,2017.0,2
NAG/KIP/83K13/2016/085,Nagaland,Kiphire,25.878525,94.947372,Serpentinite,2016.0,2
NAG/TUE/83J15/2009/F-10,Nagaland,Tuensang,26.38778,94.82583,Shale and sandstone (Disang Group) of Tertiary age,2009.0,2
NG/PHE/83K2/2015/198,Nagaland,Phek,25.665,94.247,"Varaibly weathered, splintery shales",2015.0,2
NG/PRN/83G7/2017/7,Nagaland,Peren,25.288472,93.489611,Ferruginous sandstone with siltstone and clay of Tipam sandstone Formation belonging to Tipam Group of rocks.,2017.0,2
NG/MON/83N3/2017/3,Nagaland,Mon,26.4285,95.0185,Not exposed,2017.0,2
NG/MON/83N2/2017/26,Nagaland,Mon,26.730222,95.02025,Not exposed,2017.0,2
NAG/ZUN/83K5/2016/017,Nagaland,Zunheboto,25.917361,94.452556,Sandstone and shale,2016.0,2
NG/TUE/83N4/2017/13,Nagaland,Tuensang,26.242944,95.048417,Shale,2017.0,2
NG/PHE/83K10/2017/3,Nagaland,Phek,25.662222,94.719444,Shale intercalated with sandstone,2017.0,2
NG/MON/83N2/2017/21,Nagaland,Mon,26.694917,95.07275,Not exposed,2017.0,2
NG/PHE/83K10/2017/4,Nagaland,Phek,25.653361,94.734333,Volcanics of Ophiolite suites,2017.0,2
NAG/ZUN/83K5/2016/011,Nagaland,Zunheboto,25.952722,94.430278,Sandstone and shale,2016.0,2
NAG/ZUN/83K5/2016/021,Nagaland,Zunheboto,25.862222,94.450333,Shale,2016.0,2
NAG/KIP/83K13/2016/003,Nagaland,Kiphire,25.834436,94.795519,Weathered shale,2016.0,2
NG/PHE/83K14/2017/10,Nagaland,Phek,25.583694,94.785639,Mafic/Ultramafic of Ophiolite suites,2017.0,2
NAG/WOKH/83J08/2015/0012,Nagaland,Wokha,26.0885,94.263944,Dominantly weathered Sandstone with Shale bands,2015.0,2
NA/DIM/83G13/2020/11,Nagaland,Dimapur,25.75,93.97,Barail Group,2020.0,2
NAG/KIP/83K13/2016/039,Nagaland,Kiphire,25.883108,94.919106,Sandstone with intercalation of shale,2016.0,2
NAG/KIP/83K13/2016/002,Nagaland,Kiphire,25.797781,94.770447,Weathered shale,2016.0,2
NAG/WOK/83J/4/2016/0034,Nagaland,Wokha,26.206528,94.223333,Sandstone,2016.0,2
NA/MOK/83J07/2020/4,Nagaland,Mokokchung,26.43,94.38,"Mottled clay, mudstone & ferruginous sandstone",2020.0,2
NG/PHE/83K14/2017/66,Nagaland,Phek,25.657361,94.750278,Volcanics of Ophiolite suites,2017.0,2
NG/MON/83N2/2017/39,Nagaland,Mon,26.57625,95.095842,Shale,2017.0,2
NAG/ZUN/83K5/2016/014,Nagaland,Zunheboto,25.91775,94.415028,Shale,2016.0,2
NG/MON/83J15/2017/12,Nagaland,Mon,26.359722,94.935556,Weathered Shale dominent,2017.0,2
NAG/ZUN/83K09/2016/117,Nagaland,Kiphire,25.836419,94.526964,Shale,2016.0,2
NG/PHE/83K6/2015/293,Nagaland,Phek,25.623,94.354,Shale dominated Disangs,2015.0,2
NAG/ZUN/83J12/2017/0079,Nagaland,Zunheboto,26.194204,94.554867,Shale,2017.0,2
NAG/WOK/83J/4/2016/0060,Nagaland,Wokha,26.211028,94.241389,Sandstone,2016.0,2
NAG/PER/83G11/2017/0134,Nagaland,Peren,25.29725,93.630083, ,2017.0,2
NG/TUE/83N4/2017/18,Nagaland,Tuensang,26.24325,95.073167,Not exposed,2017.0,2
NAG/WOK/83J/4/2016/0087,Nagaland,Wokha,26.084444,94.09,Friable sandstone with thin bands of shale,2016.0,2
NG/NOK/83N04/2017/27,Nagaland,Noklak,26.174472,95.027972,Shle,2017.0,2
NG/PHE/83K14/2017/61,Nagaland,Phek,25.604444,94.76,Mafics/Ultramafics cummulates of Ophiolite suites,2017.0,2
NG/KOH/83K2/2015/208,Nagaland,Kohima,25.61,94.139,Colluvium,2015.0,2
NA/PER/83G10/2020/9,Nagaland,Peren,25.53,93.74,"Shale, siltstone, greywacke rhythmite and fossils",2020.0,2
NAG/MOK/83J/7/2016/0015,Nagaland,Mokokchung,26.389028,94.434556,Shale and sandstone,2016.0,2
NG/NOK/83N04/2017/35,Nagaland,Noklak,26.165972,95.021667,Shale,2017.0,2
NAG/PHK/83K5/2016/033,Nagaland,Phek,25.802361,94.430556,Sandstone/Shale and black shale,2016.0,2
NAG/KOH/83K1/2016/083,Nagaland,Kohima,25.854417,94.15525,No exposure,2016.0,2
NG/PHE/83K6/2015/275,Nagaland,Phek,25.707,94.466,Shale dominated Disangs,2015.0,2
NAG/TUEN/83J11/2015/ 0123,Nagaland,Tuensang,26.372667,94.71375,Shale,2015.0,2
NAG/ZUN/83K09/2016/048,Nagaland,Kiphire,25.956083,94.719475,Shale,2016.0,2
NAG/KIP/83K13/2016/112,Nagaland,Kiphire,25.971456,94.818392,Shale,2016.0,2
NG/KOH/83K2/2015/166,Nagaland,Kohima,25.666,94.09,Tertiary sedimentary rocks [weathered shale with siltstone and clay intercalations of Upper Disang Formation (Disang Group)].,2015.0,2
NA/DIM/83G13/2020/36,Nagaland,Dimapur,25.8,93.81,"Sandstone, shale, siltstone and conglomerate",2020.0,2
NAG/PHK/83K5/2016/029,Nagaland,Phek,25.763833,94.479889,Shale,2016.0,2
NG/KOH/83K2/2015/68,Nagaland,Kohima,25.722,94.081,Variably thin overburden (1.5-2m) resting over highly weathered shales (Disangs).,2015.0,2
NAG/WOK/83J/4/2016/0115,Nagaland,Wokha,26.232944,94.130639, ,2016.0,2
NL/KOH/83K02/2014/46,Nagaland,Kohima,25.65072,94.03294,Sandstone beds (thick) with intercalated thin shale beds belonging to Barials formation.,2014.0,2
NG/PHE/83K10/2017/33,Nagaland,Phek,25.502583,94.661194,Ultramafic cummulates,2017.0,2
NG/PHE/83K6/2015/266,Nagaland,Phek,25.667,94.254,Shale dominated Disangs,2015.0,2
NG/KOH/83K2/2015/143,Nagaland,Kohima,25.696,94.079,Colluvium,2015.0,2
NAG/KOH/83K1/2016/087,Nagaland,Kohima,25.907167,94.041583,Sandstone,2016.0,2
NG/PHE/83K6/2015/319,Nagaland,Phek,25.67,94.382,Shale dominated Disangs,2015.0,2
NL/KOH/83K01/2014/49,Nagaland,Kohima,25.83986,94.15528,Variably weathered shale with alternating thin bands of sandstone belonging to Disang group.,2014.0,2
NG/NOK/83N04/2017/47,Nagaland,Noklak,26.093083,95.036278,Shale,2017.0,2
